Sequence_ID	KAN4049539.1	KAN4049538.1	KAN4049537.1	KAN4049536.1	KAN4028371.1	KAN4028370.1	KAN4028369.1	KAN4028368.1	KAN4028367.1	KAN4028366.1	KAN4028365.1	KAN4028364.1	KAN4020167.1	KAN4019825.1	KAN4019824.1	KAN3988656.1	KAN3988622.1	KAN3988621.1	KAN3988620.1	KAN3937019.1	KAN3909434.1	KAN3898344.1	KAN3815460.1	KAN3796834.1	KAN3796733.1	KAN3276177.1	KAN3244679.1	KAN3244455.1	KAN1728004.1	KAN1727817.1	XP_081252512.1	XP_081251926.1	XP_081251925.1	XP_081279448.1	XP_081279447.1	XP_081279446.1	XP_081279445.1	XP_081279444.1	XP_080421443.1	XP_080457172.1	XP_080489744.1	XP_080489380.1	XP_080478064.1	XP_080478071.1	XP_080478070.1	XP_080478069.1	XP_080478068.1	XP_080478067.1	XP_080478066.1	XP_080478065.1	XP_080478063.1	XP_080226139.1	XP_080226138.1	XP_080225761.1	XP_080225760.1	XP_080255093.1	XP_080255092.1	XP_080216133.1	XP_080215990.1	XP_080202477.1	XP_079403352.1	XP_079395065.1	XP_079184151.1	XP_079167338.1	XP_079167337.1	XP_079167336.1	XP_079167335.1	XP_079167334.1	XP_079054589.1	XP_079054588.1	XP_079054587.1	XP_079064106.1	XP_079064077.1	KAM9657203.1	KAM9656907.1	KAM9656906.1	KAM9629049.1	KAM9629048.1	KAM9629047.1	KAM9629046.1	KAM9629045.1	KAM9629044.1	KAM9549035.1	KAM9549034.1	KAM9549033.1	KAM9549032.1	KAM9549031.1	KAM9549030.1	KAM9549029.1	KAM9520985.1	KAM9520627.1	KAM9380728.1	KAM9368738.1	KAM9287290.1	KAM9284415.1	KAM9267304.1	KAM9267244.1	KAM9255269.1	KAM9255060.1	KAM9236084.1	KAM9215082.1	KAM9188857.1	KAM9174645.1	KAM9010565.1	KAM9010564.1	KAM9010563.1	KAM9010562.1	KAM9010561.1	KAM9010560.1	KAM9010559.1	KAM9010558.1	KAM9010557.1	KAM8988953.1	KAM8988543.1	KAM8806775.1	KAM8795385.1	KAM8795200.1	KAM7097051.1	KAM7097050.1	KAM7097049.1	KAM7082031.1	KAM7074423.1	KAM7048750.1	KAM7048749.1	KAM7048748.1	KAM7048747.1	KAM7048746.1	KAM7048745.1	KAM7048744.1	KAM7029977.1	KAM7029976.1	KAM7029824.1	KAM7017246.1	KAM6993681.1	KAM6993576.1	KAM6421179.1	KAM6421178.1	KAM6421177.1	KAM6399256.1	KAM6397452.1	KAM6397451.1	KAM6368541.1	KAM6348312.1	KAM6334097.1	KAM6334096.1	KAM6334095.1	KAM6334094.1	KAM6333948.1	KAM6332697.1	KAM6332696.1	KAM6312410.1	KAM6312155.1	KAM6307105.1	KAM6295428.1	KAM6295375.1	KAM6268683.1	KAM6268682.1	KAM6268681.1	KAM6260583.1	KAM6238621.1	KAM6234076.1	KAM6234075.1	KAM6234074.1	KAM6234073.1	KAM6234072.1	KAM6200806.1	KAM6189981.1	KAM6189741.1	KAM6131972.1	KAM6129456.1	KAM6114929.1	KAM6107986.1	KAM6107800.1	KAM6079057.1	KAM6079056.1	KAM6079055.1	KAM6071054.1	KAM6071053.1	KAM6042744.1	KAM6042490.1	KAM6042489.1	KAM6042488.1	KAM6042305.1	KAM6042101.1	KAM4897387.1	KAM4884552.1	KAM4884515.1	KAM4776468.1	KAM4756934.1	KAM4756933.1	KAM4756552.1	KAM4669087.1	KAM4669086.1	KAM4669085.1	KAM4645386.1	KAM4645123.1	XP_021390439.2	XP_021390438.2	XP_021390437.2	XP_077644499.1
KAN4028365.1	97.99	97.99	97.99	97.99	100.00	100.00	99.51	95.35	89.08	100.00	100.00	100.00	57.38	33.33	33.33	55.89	30.55	30.55	30.55	97.32	57.72	32.60	96.32	57.72	30.51	97.66	57.05	32.48	33.70	58.39	57.72	33.70	33.70	94.31	85.77	85.77	97.66	97.66	58.05	95.32	57.05	34.09	94.23	85.71	95.32	95.32	95.32	95.32	95.32	88.80	95.32	56.71	56.71	34.43	34.43	96.99	96.99	32.72	57.05	95.65	57.38	94.98	56.38	98.27	98.66	98.66	90.16	98.66	96.66	90.00	96.66	33.70	58.39	57.05	33.70	33.70	97.66	97.66	97.66	97.66	97.66	97.66	95.99	95.99	95.99	95.99	95.99	95.99	95.99	32.58	57.72	95.32	57.05	96.99	97.66	32.97	57.38	57.72	32.23	97.32	57.38	95.65	57.72	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	57.72	32.58	94.98	35.69	54.98	98.66	98.66	93.65	57.72	32.60	98.04	93.95	97.99	97.99	97.99	90.40	97.99	55.56	55.56	30.07	99.00	30.43	55.37	96.99	88.40	96.99	55.03	98.25	97.99	58.05	96.66	25.30	34.23	32.97	25.30	57.05	96.32	96.32	35.77	58.72	96.66	32.36	57.38	95.65	88.00	95.65	98.33	57.05	57.38	57.38	57.38	41.18	38.39	97.66	57.72	32.97	96.32	96.99	57.38	58.39	32.60	96.66	96.66	96.66	95.99	95.99	34.07	47.46	58.05	39.01	58.05	34.07	98.33	30.55	55.22	99.00	29.09	18.06	56.23	94.98	94.98	94.98	32.20	57.05	98.33	98.33	98.33	30.55
KAN4028364.1	97.99	97.99	98.03	98.03	100.00	100.00	99.62	96.31	91.23	100.00	100.00	100.00	54.24	33.13	33.13	53.26	30.21	30.21	30.21	97.18	54.52	32.83	96.34	55.08	30.28	97.75	53.95	31.82	33.13	55.08	54.52	33.43	33.43	94.76	87.80	87.80	97.66	97.46	54.80	95.77	53.95	33.75	94.32	87.46	95.32	95.32	95.32	95.32	95.32	89.87	95.21	53.67	53.67	33.74	33.74	96.99	97.18	31.71	53.67	95.77	54.52	95.21	53.67	98.27	98.66	98.66	91.61	98.59	96.66	91.18	96.62	34.65	55.93	53.95	33.43	33.43	97.66	97.66	90.96	97.75	89.60	89.60	95.99	95.99	95.99	95.99	95.99	95.99	95.77	32.50	55.08	95.77	53.95	97.18	97.75	32.83	54.52	54.52	32.52	97.18	54.24	96.06	54.52	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.77	55.08	32.50	95.21	34.77	53.31	94.70	98.31	82.66	54.80	32.52	98.08	94.83	97.99	97.99	97.99	91.83	98.03	52.97	52.97	30.42	98.87	30.12	52.82	96.99	90.20	97.18	52.54	97.89	97.75	54.80	96.90	26.86	34.15	33.13	26.86	53.95	96.32	96.62	35.15	55.65	96.90	32.33	54.52	95.65	89.87	96.06	98.31	53.95	54.24	54.24	54.24	40.38	38.21	97.75	54.80	33.13	96.62	97.18	54.52	55.93	32.52	96.66	96.66	96.90	95.99	96.34	33.43	45.06	54.80	38.71	54.80	33.13	98.31	30.51	52.69	98.59	29.61	18.06	53.54	94.98	94.98	94.65	31.87	54.52	98.33	98.33	98.59	29.91
KAN4020167.1	57.05	57.05	53.95	53.95	54.65	54.65	54.44	52.59	50.00	57.38	57.38	54.24	100.00	32.93	32.93	86.27	35.76	35.76	35.33	55.08	93.85	32.62	54.80	93.85	33.44	55.08	93.85	33.43	33.23	94.13	94.13	32.01	31.63	53.76	50.00	50.00	57.72	54.52	90.22	54.80	89.66	33.23	53.99	50.00	57.38	57.38	57.38	57.38	57.38	52.46	54.24	93.02	93.02	33.13	33.13	57.38	53.63	33.33	91.34	54.24	91.06	54.80	84.08	58.26	57.72	57.72	52.75	54.52	57.72	52.79	54.24	33.54	91.62	97.21	33.23	33.23	57.05	57.05	52.27	53.95	50.14	50.14	57.05	57.05	57.05	57.05	57.05	57.05	53.95	32.29	91.06	54.80	90.22	53.95	53.95	32.62	94.69	94.41	31.40	54.52	93.85	54.52	90.78	57.05	57.05	57.05	57.05	57.05	57.05	57.05	57.05	53.95	91.06	32.60	55.65	35.49	77.21	54.69	54.52	47.28	95.25	32.62	54.44	52.59	57.38	57.38	57.38	52.79	54.24	86.83	86.83	33.43	54.24	34.03	84.36	58.05	52.46	54.80	88.83	55.28	53.95	95.25	54.52	26.62	34.13	32.23	26.60	93.30	57.38	54.24	34.04	94.13	54.24	33.03	90.78	57.38	52.79	54.24	54.52	94.41	95.53	95.53	95.53	70.72	66.78	54.52	95.81	32.32	54.52	55.08	95.53	89.66	33.84	57.72	57.72	54.52	58.72	55.37	33.23	76.69	94.97	66.31	94.69	33.84	54.24	35.63	86.27	54.52	32.93	22.12	86.83	56.38	56.38	53.39	32.92	90.22	57.05	57.05	53.95	35.03
KAN4019825.1	32.60	32.60	32.52	32.52	35.10	35.10	34.96	33.46	31.97	33.33	33.33	33.13	32.93	100.00	100.00	33.23	58.16	58.16	58.16	33.43	33.23	85.96	33.13	33.84	71.09	32.83	33.23	78.36	87.72	33.23	33.23	87.43	87.43	33.60	30.36	30.36	32.97	32.83	34.15	33.13	34.45	63.55	34.40	31.73	34.07	34.07	34.07	34.07	34.07	32.29	33.43	33.23	33.23	88.86	88.86	33.33	33.13	73.82	34.76	32.83	32.62	32.83	33.13	36.32	33.33	33.33	31.96	33.13	32.97	31.94	32.52	80.99	33.54	33.54	97.08	97.08	32.60	32.60	30.39	32.52	29.69	29.69	34.07	34.07	34.07	34.07	34.07	34.07	33.43	61.28	34.45	33.13	32.93	32.83	32.83	86.26	32.93	34.15	89.77	32.83	33.54	32.83	34.15	34.07	34.07	34.07	34.07	34.07	34.07	34.07	34.07	33.43	34.45	61.59	31.91	69.73	35.89	32.20	32.83	29.06	32.62	90.06	34.55	33.07	33.33	33.33	33.33	31.94	33.13	32.93	32.93	60.06	33.43	59.17	33.43	33.33	31.94	33.13	33.84	34.46	32.52	33.54	33.13	61.29	81.52	88.01	61.29	34.15	32.97	32.83	80.99	33.23	32.83	74.56	34.15	32.97	31.94	32.83	32.83	32.93	33.54	33.54	33.54	33.72	33.45	32.83	33.54	90.64	32.83	32.83	33.23	34.45	88.30	32.97	32.97	32.83	32.97	32.83	90.35	34.48	33.23	32.97	32.32	83.92	33.13	60.24	32.62	33.13	62.61	35.22	33.54	34.43	34.43	33.74	61.75	34.15	33.33	33.33	33.13	59.35
KAN4019824.1	32.60	32.60	32.52	32.52	35.10	35.10	34.96	33.46	31.97	33.33	33.33	33.13	32.93	100.00	100.00	33.23	58.16	58.16	58.16	33.43	33.23	85.96	33.13	33.84	71.09	32.83	33.23	78.36	87.72	33.23	33.23	87.43	87.43	33.60	30.36	30.36	32.97	32.83	34.15	33.13	34.45	63.55	34.40	31.73	34.07	34.07	34.07	34.07	34.07	32.29	33.43	33.23	31.05	88.89	87.78	33.33	33.13	73.82	34.76	32.83	32.62	32.83	33.13	36.32	33.33	33.33	31.96	33.13	32.97	31.94	32.52	80.99	33.54	33.54	97.08	96.66	32.60	32.60	30.39	32.52	29.69	29.69	34.07	34.07	34.07	34.07	34.07	34.07	33.43	61.28	34.45	33.13	32.93	32.83	32.83	86.26	32.93	34.15	89.77	32.83	33.54	32.83	34.15	34.07	34.07	34.07	34.07	34.07	34.07	34.07	34.07	33.43	34.45	61.59	31.91	69.73	35.89	32.20	32.83	29.06	32.62	90.06	34.55	33.07	33.33	33.33	33.33	31.94	33.13	32.93	31.90	60.06	33.43	59.17	33.43	33.33	31.94	33.13	33.84	34.46	32.52	33.54	33.13	59.94	73.03	88.01	59.94	34.15	32.97	32.83	80.99	33.23	32.83	74.56	34.15	32.97	31.94	32.83	32.83	32.93	33.54	33.54	33.54	31.85	31.75	32.83	33.54	90.64	32.83	32.83	33.23	34.45	88.30	32.97	32.97	32.83	32.97	32.83	90.35	32.33	33.23	31.31	32.32	83.92	33.13	60.24	32.62	33.13	62.61	31.77	33.54	34.43	34.43	33.74	61.75	34.15	33.33	33.33	33.13	59.35
KAN3988656.1	55.56	55.56	52.69	52.69	54.26	54.26	54.05	52.22	50.00	55.89	55.89	53.26	86.27	33.23	33.23	100.00	33.94	33.94	33.53	53.82	86.55	32.32	53.26	86.83	33.44	53.82	86.83	33.43	33.54	86.83	85.71	32.93	32.53	53.01	49.32	49.32	56.23	53.26	83.75	53.54	84.87	33.86	53.61	49.30	56.23	56.23	56.23	56.23	56.23	51.64	53.26	84.59	84.59	34.04	34.04	55.89	52.38	33.03	85.15	52.97	83.19	52.97	93.02	57.39	56.23	56.23	51.62	53.26	55.89	51.32	52.69	34.15	85.99	85.99	33.54	33.54	55.56	55.56	50.91	52.69	48.85	48.85	55.89	55.89	55.89	55.89	55.89	55.89	52.97	32.60	85.43	53.26	84.59	52.69	52.69	33.23	86.27	86.27	31.71	53.26	87.39	52.97	84.59	55.89	55.89	55.89	55.89	55.89	55.89	55.89	55.89	52.97	85.43	33.23	53.82	33.95	73.79	53.29	53.26	45.98	87.96	32.62	53.67	51.85	55.89	55.89	55.89	51.64	52.97	96.37	96.37	31.34	52.97	32.24	95.25	56.23	51.32	53.26	84.31	53.87	52.69	87.11	53.26	25.00	32.21	33.13	24.68	85.99	55.56	52.69	34.95	85.99	53.26	32.42	84.87	56.57	52.30	53.54	53.26	86.83	85.99	85.99	85.99	65.40	61.84	53.26	85.99	32.01	53.26	54.39	86.83	84.87	34.15	56.23	56.23	53.26	57.24	54.11	33.54	72.03	86.83	62.63	86.55	34.45	52.97	33.23	96.65	53.26	31.44	21.24	94.41	55.22	55.22	52.41	33.54	84.59	56.23	56.23	53.54	33.23
KAN3988622.1	30.18	30.18	29.91	29.91	34.02	34.02	33.88	32.42	31.60	30.55	30.55	30.21	35.76	58.16	58.16	33.94	100.00	100.00	100.00	30.21	35.45	58.46	29.91	36.36	60.00	29.91	35.76	55.33	58.75	34.85	34.85	56.68	56.68	32.94	30.11	30.11	30.18	29.91	35.76	30.21	35.45	57.58	32.53	30.26	30.18	30.18	30.18	30.18	30.18	30.56	29.61	35.45	35.42	55.65	55.65	30.55	30.21	57.91	35.45	29.91	35.15	29.91	34.44	35.07	30.91	30.91	31.27	30.51	30.18	30.90	29.61	57.57	35.15	35.76	57.86	57.86	29.82	29.82	27.60	29.61	26.71	26.71	30.18	30.18	30.18	30.18	30.18	30.18	29.61	55.79	35.45	29.91	34.24	29.91	29.91	56.38	34.55	35.45	56.38	29.91	35.76	29.91	35.76	30.18	30.18	30.18	30.18	30.18	30.18	30.18	30.18	29.61	35.45	55.49	29.61	57.96	36.39	28.96	29.91	27.33	34.24	58.46	33.47	32.03	30.55	30.55	30.55	31.25	30.21	33.03	33.04	85.38	30.51	84.80	33.84	30.55	30.56	30.21	35.45	32.58	29.61	35.76	29.91	46.62	58.96	57.27	46.62	34.85	30.18	29.91	59.17	33.94	29.91	58.88	35.45	30.18	30.90	29.91	29.91	35.45	35.15	35.15	35.15	34.50	34.52	29.91	34.85	57.86	29.91	30.51	35.15	35.76	59.35	30.55	30.55	30.21	30.18	29.91	57.86	34.48	35.15	32.62	35.15	57.86	29.91	83.92	33.33	30.51	86.26	54.31	33.94	30.18	30.18	29.61	57.45	35.15	30.18	30.18	29.91	92.40
KAN3988621.1	30.18	30.18	29.91	29.91	34.02	34.02	33.88	32.42	31.60	30.55	30.55	30.21	35.76	58.16	58.16	33.94	100.00	100.00	100.00	30.21	35.45	58.46	29.91	36.36	60.00	29.91	35.76	55.33	58.75	34.85	34.85	56.68	56.68	32.94	30.11	30.11	30.18	29.91	35.76	30.21	35.45	57.58	32.53	30.26	30.18	30.18	30.18	30.18	30.18	30.56	29.61	35.45	35.42	55.65	55.65	30.55	30.21	57.91	35.45	29.91	35.15	29.91	34.44	35.07	30.91	30.91	31.27	30.51	30.18	30.90	29.61	57.57	35.15	35.76	57.86	57.86	29.82	29.82	27.60	29.61	26.71	26.71	30.18	30.18	30.18	30.18	30.18	30.18	29.61	55.79	35.45	29.91	34.24	29.91	29.91	56.38	34.55	35.45	56.38	29.91	35.76	29.91	35.76	30.18	30.18	30.18	30.18	30.18	30.18	30.18	30.18	29.61	35.45	55.49	29.61	57.96	36.39	28.96	29.91	27.33	34.24	58.46	33.47	32.03	30.55	30.55	30.55	31.25	30.21	33.03	33.04	85.38	30.51	84.80	33.84	30.55	30.56	30.21	35.45	32.58	29.61	35.76	29.91	46.62	58.96	57.27	46.62	34.85	30.18	29.91	59.17	33.94	29.91	58.88	35.45	30.18	30.90	29.91	29.91	35.45	35.15	35.15	35.15	34.50	34.52	29.91	34.85	57.86	29.91	30.51	35.15	35.76	59.35	30.55	30.55	30.21	30.18	29.91	57.86	34.48	35.15	32.62	35.15	57.86	29.91	83.92	33.33	30.51	86.26	54.31	33.94	30.18	30.18	29.61	57.45	35.15	30.18	30.18	29.91	92.40
KAN3988620.1	30.18	30.18	29.91	29.91	34.02	34.02	33.88	32.42	31.60	30.55	30.55	30.21	35.33	58.16	58.16	33.53	100.00	100.00	100.00	30.21	35.03	58.46	29.91	35.93	60.00	29.91	35.01	55.33	58.75	34.43	34.43	56.68	55.49	32.94	30.11	30.11	30.18	29.91	35.33	30.21	35.03	57.58	32.53	30.26	30.18	30.18	30.18	30.18	30.18	30.56	29.61	35.03	35.00	54.78	54.78	30.55	29.71	57.91	35.03	29.91	34.73	29.91	34.03	35.07	30.91	30.91	31.27	30.51	30.18	30.90	29.61	57.57	34.73	35.33	57.86	57.86	29.82	29.82	27.60	29.61	25.98	25.98	30.18	30.18	30.18	30.18	30.18	30.18	29.61	55.79	35.03	29.91	33.83	29.91	29.91	56.38	34.13	35.03	56.38	29.91	35.33	29.91	35.33	30.18	30.18	30.18	30.18	30.18	30.18	30.18	30.18	29.61	35.03	55.49	29.61	57.96	35.95	28.96	29.91	26.89	33.83	58.46	33.47	32.03	30.55	30.55	30.55	31.25	30.21	32.63	32.65	84.62	30.51	84.05	33.43	30.55	30.56	30.21	35.03	32.58	29.61	35.33	29.91	46.62	57.92	56.65	46.25	34.43	30.18	29.91	59.17	33.53	29.91	58.88	35.03	30.18	30.90	29.91	29.91	35.03	34.73	34.73	34.73	33.97	34.04	29.91	34.43	57.86	29.91	30.51	34.73	35.63	59.35	30.55	30.55	30.21	30.18	29.91	57.86	33.90	34.73	32.16	34.73	57.86	29.91	83.19	32.93	30.51	85.47	54.31	33.53	30.18	30.18	29.61	57.45	34.73	30.18	30.18	29.91	92.59
KAN3937019.1	97.32	97.32	97.46	97.46	97.68	97.68	97.31	94.10	89.12	97.32	97.32	97.18	55.08	33.43	33.43	53.82	30.21	30.21	30.21	100.00	55.37	33.13	96.34	55.93	30.28	97.46	54.80	32.12	33.13	55.93	55.37	33.74	33.74	95.51	88.81	88.81	97.99	97.75	55.65	95.49	54.80	34.06	94.32	87.46	94.98	94.98	94.98	94.98	94.98	89.54	94.93	54.52	54.52	34.04	34.04	96.99	97.18	31.40	54.52	95.77	55.37	95.21	54.24	97.40	96.66	96.66	90.65	96.90	95.99	91.50	96.06	34.35	56.78	54.80	33.74	33.74	96.99	96.99	90.36	97.18	89.02	89.02	95.32	95.32	95.32	95.32	95.32	95.32	95.21	33.12	55.93	96.06	54.80	97.18	97.46	33.13	55.37	55.37	33.13	97.46	55.08	95.77	55.37	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.21	55.93	32.81	94.93	34.46	53.03	94.08	97.75	82.08	55.65	32.83	97.31	94.10	97.32	97.32	97.32	91.50	97.46	53.54	53.54	30.42	97.46	30.72	53.39	96.66	90.85	96.90	52.82	97.54	97.75	55.65	97.75	26.86	34.15	33.43	26.86	54.80	96.99	97.18	35.15	56.78	96.34	32.33	55.37	95.99	90.85	96.34	97.75	54.80	55.08	55.08	55.08	41.54	39.29	97.18	55.65	33.43	96.90	97.46	55.37	56.21	32.83	95.99	95.99	96.34	96.32	96.62	33.43	46.35	55.65	39.78	55.65	33.13	96.62	31.12	53.26	96.90	29.61	18.06	54.11	94.31	94.31	94.08	32.19	55.37	96.99	96.99	96.90	29.91
KAN3909434.1	58.05	58.05	54.80	54.80	54.26	54.26	54.05	52.59	49.65	57.72	57.72	54.52	93.85	33.23	33.23	86.55	35.45	35.45	35.03	55.37	100.00	32.93	54.80	92.46	33.74	55.93	92.18	33.43	33.54	94.41	92.74	32.01	31.63	53.38	50.00	50.00	58.72	55.37	89.39	55.65	89.94	33.86	53.61	49.65	58.72	58.72	58.72	58.72	58.72	52.79	55.37	92.74	92.74	33.13	33.13	58.39	54.47	33.03	90.50	55.37	90.50	55.37	85.75	57.83	58.05	58.05	52.75	54.80	58.05	52.46	54.52	33.54	91.06	92.74	33.54	33.54	58.05	58.05	53.17	54.80	51.00	51.00	58.39	58.39	58.39	58.39	58.39	58.39	55.08	32.60	91.06	55.08	89.39	54.80	54.80	32.32	93.30	93.58	31.71	55.37	92.46	55.37	89.11	58.39	58.39	58.39	58.39	58.39	58.39	58.39	58.39	55.08	91.06	33.23	55.37	35.19	75.78	55.62	55.37	48.14	93.85	32.93	54.05	52.59	57.72	57.72	57.72	52.79	54.52	87.39	87.39	33.13	55.08	33.73	84.64	57.72	52.46	54.52	87.99	55.28	54.80	93.30	55.37	26.95	34.13	32.23	26.60	92.46	57.72	54.52	33.74	92.74	54.52	33.03	90.50	58.39	52.79	55.08	55.37	95.25	92.46	92.46	92.46	68.06	64.31	55.37	93.85	32.32	55.08	55.93	94.69	90.22	34.15	58.72	58.72	55.37	59.73	56.21	33.54	75.42	94.97	65.25	93.02	34.15	55.08	35.33	86.83	55.37	32.63	21.24	87.96	57.72	57.72	54.52	33.54	90.78	58.05	58.05	54.80	34.73
KAN3898344.1	31.87	31.87	32.22	32.22	35.51	35.51	35.37	34.24	32.71	32.60	32.60	32.83	32.62	85.96	85.96	32.32	58.46	58.46	58.46	33.13	32.93	100.00	32.52	32.93	72.86	32.52	32.62	75.73	83.92	33.23	32.93	85.96	85.96	33.99	31.07	31.07	32.23	32.52	34.15	32.83	33.23	64.46	34.80	32.10	33.33	33.33	33.33	33.33	33.33	32.64	33.13	32.93	32.93	81.52	81.52	32.60	32.83	74.71	33.84	32.83	32.93	32.83	32.83	35.38	32.60	32.60	32.30	32.83	32.60	32.29	32.52	78.07	33.84	32.93	86.55	86.55	31.87	31.87	29.74	32.22	29.06	29.06	33.33	33.33	33.33	33.33	33.33	33.33	33.13	61.28	33.23	32.83	32.62	32.52	32.52	82.75	33.23	33.84	85.96	32.52	33.23	32.52	34.15	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.13	33.23	61.28	31.91	69.73	35.58	31.53	32.52	28.12	32.62	87.72	34.96	33.46	32.60	32.60	32.60	32.64	32.83	32.32	32.34	60.65	33.13	59.47	32.83	32.60	32.29	32.83	33.54	34.46	32.22	32.93	32.83	60.65	78.20	83.63	60.65	33.84	32.60	32.83	82.75	33.23	32.52	75.73	33.84	32.23	32.64	32.52	32.52	32.62	33.23	33.23	33.23	32.17	31.67	32.52	33.23	85.96	32.52	32.52	33.54	33.84	87.13	32.23	32.23	32.52	32.23	32.52	86.84	34.05	33.54	31.90	32.32	83.63	32.83	59.94	31.71	32.52	62.91	36.09	32.62	34.07	34.07	33.74	62.35	32.93	32.60	32.60	32.83	59.05
KAN3815460.1	96.32	96.32	96.62	96.62	97.30	97.30	96.92	93.73	89.12	96.32	96.32	96.34	54.80	33.13	33.13	53.26	29.91	29.91	29.91	96.34	54.80	32.52	100.00	55.37	29.97	96.34	54.24	31.52	32.52	55.37	54.80	33.43	33.43	95.13	87.80	87.80	95.99	96.06	54.80	94.93	53.95	33.44	93.94	87.11	93.31	93.31	93.31	93.31	93.31	88.89	93.52	53.95	53.95	33.74	33.74	94.98	95.49	31.71	53.67	94.08	54.52	94.08	53.67	96.54	95.65	95.65	90.00	96.06	94.65	90.20	94.93	34.35	56.21	54.52	33.13	33.13	95.99	95.99	89.16	96.34	87.86	87.86	93.65	93.65	93.65	93.65	93.65	93.65	93.80	32.19	55.08	94.37	54.52	96.06	96.34	32.22	54.80	54.80	32.83	95.77	54.52	94.93	54.52	93.65	93.65	93.65	93.65	93.65	93.65	93.65	93.65	93.80	55.08	32.19	94.08	34.46	52.74	92.83	96.90	81.21	55.08	32.52	96.92	93.73	95.65	95.65	95.65	90.85	96.06	52.97	52.97	30.12	96.34	30.42	52.82	95.32	89.87	95.77	52.82	96.84	95.77	55.08	95.49	26.21	33.66	33.13	26.21	54.24	94.65	95.21	35.15	56.21	95.49	32.33	54.80	94.31	89.87	94.93	96.90	54.24	54.52	54.52	54.52	41.54	39.29	96.34	55.37	32.83	95.21	96.34	54.80	56.21	32.22	94.98	94.98	95.49	94.31	94.93	32.83	46.35	55.08	39.78	55.08	33.13	95.77	30.82	52.69	96.06	29.31	18.06	53.82	92.64	92.64	92.68	31.56	54.52	95.32	95.32	95.49	29.61
KAN3796834.1	58.05	58.05	55.37	55.37	55.43	55.43	55.21	53.33	50.70	57.72	57.72	55.08	93.85	33.84	33.84	86.83	36.36	36.36	35.93	55.93	92.46	32.93	55.37	100.00	34.05	56.50	92.74	33.13	34.15	92.18	91.90	32.93	32.83	54.51	51.02	51.02	58.72	55.93	87.71	56.21	89.94	34.80	54.75	50.35	58.05	58.05	58.05	58.05	58.05	52.79	55.37	91.90	91.90	34.04	34.04	58.39	55.03	33.03	88.83	55.65	89.11	55.93	84.92	58.26	58.05	58.05	53.40	55.37	58.05	53.11	55.08	34.45	89.66	92.74	34.15	34.15	58.05	58.05	53.17	55.37	51.00	51.00	57.72	57.72	57.72	57.72	57.72	57.72	55.08	33.23	91.06	55.65	88.83	55.37	55.37	33.54	93.02	91.90	32.01	55.93	92.74	55.93	88.83	57.72	57.72	57.72	57.72	57.72	57.72	57.72	57.72	55.08	91.06	33.86	55.93	35.80	76.92	55.62	55.93	48.42	92.74	33.54	55.21	53.33	57.72	57.72	57.72	53.44	55.08	87.11	87.11	34.03	55.65	34.63	84.36	57.72	53.11	55.08	86.31	55.99	55.37	92.46	55.93	26.62	34.13	32.53	26.28	90.50	57.72	55.08	34.95	91.62	55.37	33.33	89.66	58.39	53.44	55.65	55.93	93.02	91.62	91.62	91.62	68.44	64.66	55.93	92.74	33.23	55.65	56.50	92.74	89.39	34.76	58.72	58.72	55.93	59.73	56.78	34.15	74.15	92.18	64.18	90.50	34.45	55.65	36.23	86.83	55.93	33.83	21.68	88.24	57.05	57.05	54.52	34.17	90.22	58.05	58.05	55.37	35.33
KAN3796733.1	29.78	29.78	29.66	29.66	33.74	33.74	33.61	32.55	31.46	30.51	30.51	30.28	33.44	71.09	71.09	33.44	60.00	60.00	60.00	30.28	33.74	72.86	29.97	34.05	100.00	29.97	33.74	68.73	71.39	33.13	34.05	70.21	70.21	32.67	29.50	29.50	30.15	29.97	34.97	30.58	34.66	62.42	33.47	31.23	30.15	30.15	30.15	30.15	30.15	31.12	30.28	33.44	33.43	68.34	68.34	30.51	30.28	67.66	34.36	30.58	33.74	30.28	33.94	35.07	30.51	30.51	30.45	30.28	30.51	30.42	29.97	69.62	33.13	33.74	71.09	71.09	29.41	29.41	27.63	29.36	26.96	26.96	30.15	30.15	30.15	30.15	30.15	30.15	30.28	61.35	34.66	29.97	33.44	29.97	29.97	68.44	32.82	34.05	69.32	29.97	33.74	30.28	34.97	30.15	30.15	30.15	30.15	30.15	30.15	30.15	30.15	30.28	34.66	62.27	29.66	65.27	37.04	29.59	29.97	26.73	33.13	72.57	33.20	31.76	30.15	30.15	30.15	30.77	29.97	33.74	33.73	60.12	30.58	60.42	33.94	30.51	30.42	30.28	34.97	33.21	30.28	33.74	29.97	54.55	70.81	68.14	54.55	33.74	30.15	29.97	69.32	33.13	29.97	68.53	34.05	30.15	30.77	29.97	29.97	34.36	34.05	34.05	34.05	31.64	31.43	29.97	33.44	69.91	29.97	30.28	33.44	34.36	72.57	30.15	30.15	29.97	30.15	29.97	72.27	32.61	33.44	30.58	33.74	73.45	30.28	60.00	33.74	30.58	61.79	35.50	34.36	30.15	30.15	30.28	62.42	34.66	30.51	30.51	30.28	59.70
